0.000000000000000e+000 0.000000000000000e+000 0.000000000000000e+000
5.000000000000000e-001 0.000000000000000e+000 0.000000000000000e+000
1.000000000000000e+000 0.000000000000000e+000 0.000000000000000e+000
1.500000000000000e+000 0.000000000000000e+000 0.000000000000000e+000
2.000000000000000e+000 0.000000000000000e+000 0.000000000000000e+000
0.000000000000000e+000 1.500000000000000e+000 0.000000000000000e+000
5.000000000000000e-001 1.500000000000000e+000 0.000000000000000e+000
1.000000000000000e+000 1.500000000000000e+000 0.000000000000000e+000
1.500000000000000e+000 1.500000000000000e+000 0.000000000000000e+000
2.000000000000000e+000 1.500000000000000e+000 0.000000000000000e+000
0.000000000000000e+000 3.000000000000000e+000 0.000000000000000e+000
5.000000000000000e-001 3.000000000000000e+000 0.000000000000000e+000
1.000000000000000e+000 3.000000000000000e+000 0.000000000000000e+000
1.500000000000000e+000 3.000000000000000e+000 0.000000000000000e+000
2.000000000000000e+000 3.000000000000000e+000 0.000000000000000e+000
0.000000000000000e+000 4.000000000000000e+000 0.000000000000000e+000
5.000000000000000e-001 4.000000000000000e+000 0.000000000000000e+000
1.000000000000000e+000 4.000000000000000e+000 0.000000000000000e+000
1.500000000000000e+000 4.000000000000000e+000 0.000000000000000e+000
2.000000000000000e+000 4.000000000000000e+000 0.000000000000000e+000
0.000000000000000e+000 0.000000000000000e+000 1.000000000000000e+000
5.000000000000000e-001 0.000000000000000e+000 1.000000000000000e+000
1.000000000000000e+000 0.000000000000000e+000 1.000000000000000e+000
1.500000000000000e+000 0.000000000000000e+000 1.000000000000000e+000
2.000000000000000e+000 0.000000000000000e+000 1.000000000000000e+000
0.000000000000000e+000 1.500000000000000e+000 1.000000000000000e+000
5.000000000000000e-001 1.500000000000000e+000 1.000000000000000e+000
1.000000000000000e+000 1.500000000000000e+000 1.000000000000000e+000
1.500000000000000e+000 1.500000000000000e+000 1.000000000000000e+000
2.000000000000000e+000 1.500000000000000e+000 1.000000000000000e+000
0.000000000000000e+000 3.000000000000000e+000 1.000000000000000e+000
5.000000000000000e-001 3.000000000000000e+000 1.000000000000000e+000
1.000000000000000e+000 3.000000000000000e+000 1.000000000000000e+000
1.500000000000000e+000 3.000000000000000e+000 1.000000000000000e+000
2.000000000000000e+000 3.000000000000000e+000 1.000000000000000e+000
0.000000000000000e+000 4.000000000000000e+000 1.000000000000000e+000
5.000000000000000e-001 4.000000000000000e+000 1.000000000000000e+000
1.000000000000000e+000 4.000000000000000e+000 1.000000000000000e+000
1.500000000000000e+000 4.000000000000000e+000 1.000000000000000e+000
2.000000000000000e+000 4.000000000000000e+000 1.000000000000000e+000
0.000000000000000e+000 0.000000000000000e+000 2.000000000000000e+000
5.000000000000000e-001 0.000000000000000e+000 2.000000000000000e+000
1.000000000000000e+000 0.000000000000000e+000 2.000000000000000e+000
1.500000000000000e+000 0.000000000000000e+000 2.000000000000000e+000
2.000000000000000e+000 0.000000000000000e+000 2.000000000000000e+000
0.000000000000000e+000 1.500000000000000e+000 2.000000000000000e+000
5.000000000000000e-001 1.500000000000000e+000 2.000000000000000e+000
1.000000000000000e+000 1.500000000000000e+000 2.000000000000000e+000
1.500000000000000e+000 1.500000000000000e+000 2.000000000000000e+000
2.000000000000000e+000 1.500000000000000e+000 2.000000000000000e+000
0.000000000000000e+000 3.000000000000000e+000 2.000000000000000e+000
5.000000000000000e-001 3.000000000000000e+000 2.000000000000000e+000
1.000000000000000e+000 3.000000000000000e+000 2.000000000000000e+000
1.500000000000000e+000 3.000000000000000e+000 2.000000000000000e+000
2.000000000000000e+000 3.000000000000000e+000 2.000000000000000e+000
0.000000000000000e+000 4.000000000000000e+000 2.000000000000000e+000
5.000000000000000e-001 4.000000000000000e+000 2.000000000000000e+000
1.000000000000000e+000 4.000000000000000e+000 2.000000000000000e+000
1.500000000000000e+000 4.000000000000000e+000 2.000000000000000e+000
2.000000000000000e+000 4.000000000000000e+000 2.000000000000000e+000
